LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,721,123457,1,DEL,JORHAT,1855,IST,132,1660,6940
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,658,1234567,2,CCU,JORHAT,1510,IST,132,2620,7250
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,222,1234567,2,DEL,CHENNAI,1115,IST,132,1460,7070
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,152,1234567,1,DEL,CHENNAI,1235,IST,133,2260,5720
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4364,1234567,2,CCU,CHENNAI,1545,IST,133,2080,7340
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3955,1234567,1,CCU,CHENNAI,700,IST,134,1860,6950
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,721,26,1,DEL,CHENNAI,1900,IST,134,1790,6400
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,1982,2,1,BLR,CHENNAI,840,IST,135,1680,6650
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,119,1234567,1,BLR,TEZPUR,1825,IST,135,2610,5970
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,119,134567,1,BLR,AIZAWAL,1920,IST,135,1590,5030
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,2,2,BLR,AIZAWAL,830,IST,135,2770,7430
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,134567,2,BLR,AIZAWAL,845,IST,135,2150,6970
GAU,LOKPRIYA GOPINATH BORDOLOI,9I,736,246,2,CCU,BENGALURU,950,IST,135,2510,7750
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,730,1234567,2,CCU,BENGALURU,1145,IST,135,2930,5660
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,6248,1234567,2,CCU,BENGALURU,2030,IST,135,2300,6890
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,789,1234567,2,DEL,BENGALURU,850,IST,135,2810,6300
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,787,1234567,1,DEL,BENGALURU,825,IST,136,1320,5160
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,1983,2,2,BLR,BENGALURU,910,IST,136,1140,6460
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,5924,1234567,2,BOM,BENGALURU,835,IST,136,2710,7100
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,918,1234567,2,CCU,BENGALURU,730,IST,136,1060,5410
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,627,1234567,1,CCU,BENGALURU,1610,IST,137,1020,6580
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,433,1234567,2,BOM,BENGALURU,1700,IST,137,2790,5040
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4662,2,2,CCU,BENGALURU,825,IST,137,2760,6000
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,722,13457,2,DEL,BENGALURU,1930,IST,137,1050,5760
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,136,2,2,MAA,BENGALURU,1855,IST,137,1860,5840
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,958,1234567,1,BOM,BENGALURU,1025,IST,138,1940,5060
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4363,1234567,1,CCU,BENGALURU,1150,IST,138,1590,6660
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,112,1234567,1,MAA,MUMBAI,800,IST,138,2670,6070
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,187,1234567,2,HYD,MUMBAI,1500,IST,138,1560,5200
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,136,134567,2,MAA,MUMBAI,1950,IST,138,2760,6780
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,251,1234567,1,DEL,MUMBAI,745,IST,139,1300,7210
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4771,6,1,JRH,MUMBAI,1305,IST,139,1320,7710
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,571,1234567,1,MAA,NETAJI SUBHAS CHANDRA BOSE,1805,IST,139,2380,7960
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3281,1234567,1,AJL,NETAJI SUBHAS CHANDRA BOSE,1335,IST,140,1270,7700
GAU,LOKPRIYA GOPINATH BORDOLOI,G8,851,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,1315,IST,140,1020,7210
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,607,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,1335,IST,140,2360,6940
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4722,6,2,DEL,NETAJI SUBHAS CHANDRA BOSE,1700,IST,140,1220,5800
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,1982,134567,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1015,IST,141,2990,5770
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,813,1234567,1,BOM,NETAJI SUBHAS CHANDRA BOSE,1950,IST,141,2830,7750
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,186,1234567,1,HYD,NETAJI SUBHAS CHANDRA BOSE,1145,IST,141,1840,7130
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,6918,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,730,IST,141,2220,7360
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,785,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,2100,IST,142,1080,5960
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,152,1234567,2,IXA,NETAJI SUBHAS CHANDRA BOSE,1305,IST,142,2580,6840
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,563,1234567,2,MAA,NETAJI SUBHAS CHANDRA BOSE,755,IST,142,1850,6560
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,134567,2,BLR,NETAJI SUBHAS CHANDRA BOSE,930,IST,144,2180,5890
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3217,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,2015,IST,144,2490,7960
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,251,1234567,2,IMF,NETAJI SUBHAS CHANDRA BOSE,825,IST,144,2460,7430
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2474,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,2035,IST,146,1040,6340
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,9805,2,1,CCU,NETAJI SUBHAS CHANDRA BOSE,1130,IST,147,2220,6820
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,904,123457,1,JRH,NETAJI SUBHAS CHANDRA BOSE,1445,IST,147,2950,5770
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4722,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,1700,IST,147,1910,6160
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,192,1234567,2,IMF,NETAJI SUBHAS CHANDRA BOSE,1215,IST,147,2110,5600
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3645,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,1525,IST,148,2690,5390
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,461,1234567,1,BLR,NETAJI SUBHAS CHANDRA BOSE,900,IST,149,1730,7400
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,657,1234567,1,CCU,NETAJI SUBHAS CHANDRA BOSE,1455,IST,149,1170,5130
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,939,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,1010,IST,149,2440,5620
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,457,1234567,2,IXA,NETAJI SUBHAS CHANDRA BOSE,1130,IST,150,2110,5310
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4493,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,1955,IST,151,2110,7080
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,889,1234567,2,IMF,NETAJI SUBHAS CHANDRA BOSE,1240,IST,157,2610,6210
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,136,1234567,2,MAA,NETAJI SUBHAS CHANDRA BOSE,1900,IST,168,2610,5760
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,558,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,2025,IST,169,2650,7980
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,856,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,1640,IST,171,2000,7820
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,730,23457,2,CCU,NETAJI SUBHAS CHANDRA BOSE,1140,IST,175,2800,7920
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,464,1234567,2,MAA,NETAJI SUBHAS CHANDRA BOSE,935,IST,179,2430,5120
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,841,1234567,1,JAI,NETAJI SUBHAS CHANDRA BOSE,1025,IST,180,2430,5550
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2480,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,1330,IST,182,2570,7170
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,222,1234567,1,IMF,NETAJI SUBHAS CHANDRA BOSE,1035,IST,184,2970,6470
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,119,1234567,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1830,IST,185,2860,5460
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4687,1234567,2,AJL,NETAJI SUBHAS CHANDRA BOSE,1250,IST,186,2040,6720
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,890,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,1535,IST,188,1080,5520
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,785,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,2050,IST,189,1280,5180
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,119,2,1,HYD,NETAJI SUBHAS CHANDRA BOSE,1825,IST,189,1100,5940
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3955,1234567,1,CCU,NETAJI SUBHAS CHANDRA BOSE,700,IST,191,1130,6660
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,136,1234567,2,MAA,NETAJI SUBHAS CHANDRA BOSE,1855,IST,191,2020,7220
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,813,1234567,1,BOM,NETAJI SUBHAS CHANDRA BOSE,1950,IST,192,1060,5210
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,193,1234567,1,IMF,NETAJI SUBHAS CHANDRA BOSE,1420,IST,192,2260,7860
GAU,LOKPRIYA GOPINATH BORDOLOI,9I,740,1357,1,IXI,NETAJI SUBHAS CHANDRA BOSE,1005,IST,192,1830,5790
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2878,1234567,1,IXS,NETAJI SUBHAS CHANDRA BOSE,1330,IST,192,2130,6640
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,292,1234567,1,CCU,INDIRA GANDHI,1905,IST,195,2230,6830
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,784,1234567,2,DEL,INDIRA GANDHI,1245,IST,196,2160,6730
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,721,13457,1,DEL,INDIRA GANDHI,1900,IST,199,2990,6080
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,813,1234567,1,BOM,INDIRA GANDHI,1950,IST,200,2860,7620
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,475,1234567,1,DEL,INDIRA GANDHI,1740,IST,201,3050,8480
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,2,2,HYD,INDIRA GANDHI,930,IST,203,3650,10220
GAU,LOKPRIYA GOPINATH BORDOLOI,9I,739,1357,2,IXI,INDIRA GANDHI,750,IST,203,3630,9900
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,433,1234567,1,IXB,INDIRA GANDHI,1645,IST,204,4280,9640
GAU,LOKPRIYA GOPINATH BORDOLOI,9I,735,246,1,CCU,INDIRA GANDHI,725,IST,205,3930,8960
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,1983,134567,2,BLR,INDIRA GANDHI,1045,IST,207,4260,9600
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,5924,1234567,2,BOM,INDIRA GANDHI,835,IST,207,3820,9680
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,904,123457,2,CCU,INDIRA GANDHI,1515,IST,207,3380,10230
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,890,1234567,1,IMF,INDIRA GANDHI,1500,IST,208,3690,10460
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,112,1234567,1,MAA,INDIRA GANDHI,900,IST,208,3480,10620
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,186,1234567,2,IMF,INDIRA GANDHI,1215,IST,208,3190,10220
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3906,1234567,2,DEL,INDIRA GANDHI,1325,IST,211,3860,10720
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,608,134567,1,IXS,INDIRA GANDHI,1225,IST,212,4810,10700
GAU,LOKPRIYA GOPINATH BORDOLOI,9I,736,246,1,TEZ,INDIRA GANDHI,930,IST,213,3190,8940
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,134567,2,BLR,INDIRA GANDHI,830,IST,216,3650,9380
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,291,1234567,2,CCU,INDIRA GANDHI,1935,IST,217,3810,9730
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3214,1234567,2,IXS,INDIRA GANDHI,920,IST,217,4100,9220
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2476,1234567,2,CCU,INDIRA GANDHI,855,IST,223,3820,8020
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,1983,134567,2,BLR,INDIRA GANDHI,1045,IST,224,3900,8570
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,596,1234567,2,CCU,INDIRA GANDHI,1425,IST,225,3530,8790
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,6918,1234567,2,CCU,INDIRA GANDHI,730,IST,226,3520,10530
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,890,1234567,2,DEL,INDIRA GANDHI,1535,IST,227,3160,10070
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,842,1234567,2,JAI,INDIRA GANDHI,1055,IST,230,3710,9090
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2878,1234567,1,IXS,INDIRA GANDHI,1330,IST,233,4480,10730
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,169,1234567,2,DEL,INDIRA GANDHI,1550,IST,233,3080,10120
GAU,LOKPRIYA GOPINATH BORDOLOI,G8,851,1234567,2,IXB,INDIRA GANDHI,1345,IST,233,4920,9570
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4690,1234567,1,AJL,INDIRA GANDHI,1515,IST,234,3870,8260
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4690,1234567,2,DEL,INDIRA GANDHI,1600,IST,234,4530,10400
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,6204,1234567,2,CCU,INDIRA GANDHI,1220,IST,235,3270,8820
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2476,1234567,2,CCU,INDIRA GANDHI,805,IST,238,4530,9000
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,316,1234567,2,BLR,INDIRA GANDHI,1710,IST,250,4990,10030
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,892,1234567,2,DEL,INDIRA GANDHI,1920,IST,250,3210,10130
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4687,1234567,2,AJL,NAN,1250,IST,251,4690,9670
GAU,LOKPRIYA GOPINATH BORDOLOI,G8,153,1234567,1,IXB,NAN,1410,IST,254,4740,9940
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,251,1234567,2,IMF,RAJIV GANDHI,820,IST,254,4660,9420
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,433,1234567,1,IXB,RAJIV GANDHI,1625,IST,257,4420,8530
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,232,6,2,DEL,RAJIV GANDHI,1145,IST,257,4500,8850
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,222,1234567,2,DEL,RAJIV GANDHI,1105,IST,263,4060,8070
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3906,1234567,2,DEL,IMPHAL,1325,IST,266,3470,10750
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,457,1234567,2,IXA,IMPHAL,1020,IST,266,3100,8140
GAU,LOKPRIYA GOPINATH BORDOLOI,UK,969,1234567,2,DEL,IMPHAL,1420,IST,273,4910,8670
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,222,1234567,2,DEL,IMPHAL,1710,IST,273,4760,10960
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,789,1234567,2,DEL,IMPHAL,900,IST,274,4170,9310
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,169,1234567,1,IXA,IMPHAL,1520,IST,275,3830,8020
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,939,1234567,2,IMF,IMPHAL,1040,IST,279,3380,9130
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,316,1234567,1,IXA,IMPHAL,1700,IST,280,4310,10760
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,291,1234567,2,CCU,IMPHAL,2000,IST,280,3130,10260
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,389,1234567,2,HYD,IMPHAL,845,IST,283,3480,9450
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,658,1234567,2,CCU,AGARTALA,1525,IST,286,3460,9700
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,722,123457,2,DEL,AGARTALA,1930,IST,286,3920,9650
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3213,1234567,1,IXS,AGARTALA,845,IST,287,3980,10090
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,187,1234567,1,IMF,AGARTALA,1430,IST,289,4950,9870
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,596,1234567,2,CCU,BAGDOGRA,1425,IST,289,3940,8330
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,939,1234567,2,IMF,BAGDOGRA,1040,IST,289,3300,9280
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2486,1234567,1,CCU,BAGDOGRA,740,IST,290,4720,10630
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3217,1234567,2,CCU,BAGDOGRA,2130,IST,291,3130,8700
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,783,1234567,2,IMF,BAGDOGRA,1005,IST,291,4070,8340
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,232,7,2,DEL,BAGDOGRA,1415,IST,300,4660,1260
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,890,1234567,1,IMF,LILABARI,1455,IST,301,6880,12540
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,3906,1234567,1,IMF,SCILCHAR,1255,IST,304,6870,12010
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,222,1234567,1,IMF,SCILCHAR,1040,IST,305,5420,11700
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2877,1234567,2,IXS,SCILCHAR,1350,IST,309,6670,12030
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3213,1234567,1,IXS,SCILCHAR,850,IST,311,5170,11940
GAU,LOKPRIYA GOPINATH BORDOLOI,AI,730,16,2,CCU,SCILCHAR,1140,IST,313,6680,12480
GAU,LOKPRIYA GOPINATH BORDOLOI,9W,2472,1234567,2,CCU,JAIPUR,1820,IST,314,6420,11040
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3272,1234567,1,CCU,JORHAT,2110,IST,315,5820,11700
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3213,1234567,2,DIB,JORHAT,905,IST,315,6490,12150
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,484,1234567,2,DEL,JORHAT,1810,IST,319,5970,12570
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,169,1234567,2,DEL,CHENNAI,1550,IST,320,6510,12860
GAU,LOKPRIYA GOPINATH BORDOLOI,S2,4772,6,2,JRH,CHENNAI,1050,IST,320,6190,11910
GAU,LOKPRIYA GOPINATH BORDOLOI,I5,786,1234567,2,DEL,CHENNAI,2115,IST,321,6760,11050
GAU,LOKPRIYA GOPINATH BORDOLOI,G8,532,1234567,1,CCU,CHENNAI,1030,IST,323,6810,11070
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3214,1234567,2,IXS,CHENNAI,1155,IST,326,6830,12570
GAU,LOKPRIYA GOPINATH BORDOLOI,6E,857,1234567,1,CCU,CHENNAI,1530,IST,329,5070,11550
GAU,LOKPRIYA GOPINATH BORDOLOI,SG,3216,1234567,1,CCU,CHENNAI,1950,IST,329,6890,12110
GAU,LOKPRIYA GOPINATH BORDOLOI,UK,838,1234567,1,CCU,TEZPUR,1430,IST,335,5600,12870
GAY,GAYA,AI,433,1234567,2,VNS,INDIRA GANDHI,1415,IST,114,1930,7780
GAY,GAYA,AI,433,1234567,2,VNS,INDIRA GANDHI,1415,IST,122,2580,5360
GAY,GAYA,AI,433,1234567,1,DEL,INDIRA GANDHI,1340,IST,125,1400,5700
GAY,GAYA,AI,405,2457,2,VNS,LAL BAHADUR SHASTRI,800,IST,137,1270,7090
GAY,GAYA,AI,433,1234567,1,DEL,LAL BAHADUR SHASTRI,1340,IST,139,2610,6780
GAY,GAYA,AI,406,2457,1,DEL,LAL BAHADUR SHASTRI,725,IST,328,5760,11140
GOI,DABOLIM,9W,2374,1234567,2,BOM,AHMEDABAD,440,IST,26,1990,5160
GOI,DABOLIM,G8,286,1234567,1,DEL,AHMEDABAD,1335,IST,28,1980,7860
GOI,DABOLIM,9W,951,2,1,BLR,AHMEDABAD,1430,IST,30,2440,6280
GOI,DABOLIM,2T,102,1234567,1,HYD,AHMEDABAD,1230,IST,30,2290,6120
GOI,DABOLIM,I5,798,1234567,1,DEL,AHMEDABAD,1515,IST,32,2360,5930
GOI,DABOLIM,6E,162,1234567,2,AMD,AHMEDABAD,1525,IST,32,1600,5140
GOI,DABOLIM,2T,315,1234567,2,BLR,AHMEDABAD,1805,IST,32,2250,5870
GOI,DABOLIM,9W,473,1234567,1,BOM,AHMEDABAD,1830,IST,33,2490,6500
GOI,DABOLIM,9W,981,1234567,1,BOM,BENGALURU,1430,IST,34,2320,6310
GOI,DABOLIM,SG,924,123456,2,AMD,BENGALURU,1700,IST,34,1780,5310
GOI,DABOLIM,SG,923,7,1,AMD,BENGALURU,735,IST,36,2550,7060
GOI,DABOLIM,9W,496,1234567,2,BOM,BENGALURU,705,IST,36,2890,5580
GOI,DABOLIM,6E,905,1234567,1,HYD,BENGALURU,1415,IST,37,2390,6820
GOI,DABOLIM,G8,285,2,1,BLR,BENGALURU,1700,IST,38,2140,7990
GOI,DABOLIM,I5,1328,2,1,BLR,BENGALURU,2210,IST,38,1570,5800
GOI,DABOLIM,6E,279,1234567,1,BLR,BENGALURU,1930,IST,40,2380,5890
GOI,DABOLIM,6E,714,134567,2,BLR,BENGALURU,1630,IST,45,1120,5740
GOI,DABOLIM,SG,611,1234567,2,BOM,BENGALURU,550,IST,55,2590,7790
GOI,DABOLIM,AI,683,1234567,1,BOM,BENGALURU,2220,IST,65,2900,7590
GOI,DABOLIM,S2,4446,134567,1,BOM,BENGALURU,345,IST,69,1740,5450
GOI,DABOLIM,AI,661,1234567,1,BOM,BENGALURU,1805,IST,69,2610,6450
GOI,DABOLIM,SG,924,7,2,AMD,BENGALURU,805,IST,69,2940,7930
GOI,DABOLIM,S2,4385,1234567,2,BOM,BENGALURU,1705,IST,80,1680,7360
GOI,DABOLIM,I5,1328,1234567,1,BLR,BENGALURU,2205,IST,81,2350,6910
GOI,DABOLIM,2T,309,1234567,2,HYD,BENGALURU,2120,IST,81,2280,5610
GOI,DABOLIM,I5,775,1234567,1,DEL,BENGALURU,1450,IST,82,2120,6540
GOI,DABOLIM,6E,813,1234567,2,BOM,BENGALURU,1435,IST,82,1150,6640
GOI,DABOLIM,UK,884,1234567,2,DEL,BENGALURU,1415,IST,82,1260,6100
GOI,DABOLIM,6E,381,2,2,HYD,BENGALURU,1445,IST,82,1630,7080
GOI,DABOLIM,SG,3105,1234567,1,MAA,BENGALURU,1315,IST,83,1060,5980
GOI,DABOLIM,SG,924,7,2,AMD,BENGALURU,805,IST,85,2050,7470
GOI,DABOLIM,G8,285,1234567,2,DEL,BENGALURU,1730,IST,85,2340,5690
GOI,DABOLIM,6E,947,1234567,1,AMD,BENGALURU,45,IST,86,1740,7440
GOI,DABOLIM,9W,446,1234567,1,BOM,BENGALURU,340,IST,86,2980,7220
GOI,DABOLIM,I5,773,1234567,1,DEL,BENGALURU,2240,IST,86,1570,6750
GOI,DABOLIM,9W,952,2,2,BLR,BENGALURU,1500,IST,86,1580,6860
GOI,DABOLIM,6E,714,134567,2,BLR,BENGALURU,1630,IST,86,2140,7440
GOI,DABOLIM,6E,712,134567,2,BOM,BENGALURU,1445,IST,86,1700,6510
GOI,DABOLIM,2T,306,1234567,1,HYD,BENGALURU,1740,IST,87,1490,5480
GOI,DABOLIM,I5,776,1234567,2,DEL,BENGALURU,1515,IST,87,1170,5540
GOI,DABOLIM,I5,1324,1234567,1,BLR,BENGALURU,720,IST,88,1040,7210
GOI,DABOLIM,6E,743,1234567,1,HYD,MUMBAI,705,IST,88,1210,7880
GOI,DABOLIM,SG,924,123456,2,AMD,MUMBAI,1700,IST,88,1160,7460
GOI,DABOLIM,G8,286,2,2,BLR,MUMBAI,1345,IST,88,2410,7660
GOI,DABOLIM,I5,1321,1234567,2,BLR,MUMBAI,1705,IST,88,2730,7090
GOI,DABOLIM,6E,4386,1234567,2,DEL,MUMBAI,1820,IST,88,2140,7040
GOI,DABOLIM,S2,4384,1234567,1,BOM,MUMBAI,1635,IST,89,1850,5760
GOI,DABOLIM,I5,1517,134567,1,HYD,MUMBAI,1730,IST,89,2070,5440
GOI,DABOLIM,UK,856,7,2,DEL,MUMBAI,1215,IST,89,2450,7350
GOI,DABOLIM,6E,336,1234567,2,DEL,MUMBAI,2200,IST,89,1740,6580
GOI,DABOLIM,6E,6236,1234567,1,BLR,MUMBAI,30,IST,90,1970,5630
GOI,DABOLIM,9W,479,1234567,1,BOM,MUMBAI,635,IST,90,2830,5640
GOI,DABOLIM,9W,472,1234567,1,BOM,MUMBAI,1405,IST,90,1360,6380
GOI,DABOLIM,I5,798,1234567,1,DEL,MUMBAI,1520,IST,90,1080,6260
GOI,DABOLIM,6E,948,1234567,2,AMD,MUMBAI,115,IST,90,2960,7520
GOI,DABOLIM,SG,612,1234567,1,BOM,MUMBAI,55,IST,91,1100,5020
GOI,DABOLIM,6E,399,1234567,1,DEL,MUMBAI,1750,IST,91,1580,7070
GOI,DABOLIM,6E,468,1234567,2,BOM,MUMBAI,1735,IST,91,2550,5660
GOI,DABOLIM,I5,1329,2,2,BLR,MUMBAI,2235,IST,92,1750,5660
GOI,DABOLIM,2T,206,1234567,2,HYD,MUMBAI,1250,IST,93,1590,6700
GOI,DABOLIM,6E,194,1234567,1,BLR,MUMBAI,745,IST,94,1170,5670
GOI,DABOLIM,6E,5924,1234567,1,BOM,MUMBAI,1405,IST,94,2790,7420
