LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business,X,train_number,Train Name,SEQ,Arrival time,departure_time,Distance,Source Station,Source Station Name,Dest Station Code,Dest station_name,DAY,SL,1A,2A,3A
HYD,RAJIV GANDHI,6E,886,1234567,1,CCU,MUMBAI,1735,IST,135,1100,7620,x,40033,MSB-TBM EMU,4,9:29:00,9:30:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,6,110,480,890,930
HYD,RAJIV GANDHI,9W,643,1234567,1,DEL,MUMBAI,2050,IST,135,2680,7250,x,40033,MSB-TBM EMU,5,9:32:00,9:33:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,6,230,340,790,1050
HYD,RAJIV GANDHI,6E,635,1234567,1,DEL,MUMBAI,2255,IST,135,2940,7600,x,40033,MSB-TBM EMU,6,9:35:00,9:36:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,1234567,200,380,800,1080
HYD,RAJIV GANDHI,6E,381,2,1,GOI,MUMBAI,1600,IST,135,2520,6640,x,40033,MSB-TBM EMU,7,9:37:00,9:38:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,1234567,180,400,800,1030
HYD,RAJIV GANDHI,9W,2573,1234567,1,PNQ,MUMBAI,700,IST,135,2380,5080,x,40033,MSB-TBM EMU,8,9:39:00,9:40:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,1234567,230,460,780,1010
HYD,RAJIV GANDHI,SG,1059,1234567,2,CJB,MUMBAI,1815,IST,135,1680,7220,x,40033,MSB-TBM EMU,9,9:42:00,9:43:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,1234567,220,320,760,1020
HYD,RAJIV GANDHI,9W,857,1234567,1,BLR,MUMBAI,5,IST,136,2170,7620,x,40033,MSB-TBM EMU,10,9:45:00,9:46:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,1234567,240,600,820,1060
HYD,RAJIV GANDHI,9W,2404,1234567,1,BLR,MUMBAI,2025,IST,136,1350,6640,x,40033,MSB-TBM EMU,11,9:48:00,9:49:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,1234567,200,400,820,1080
HYD,RAJIV GANDHI,6E,149,1234567,1,BLR,MUMBAI,2140,IST,136,1430,7670,x,40033,MSB-TBM EMU,12,9:51:00,9:52:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,1234567,280,450,880,1030
HYD,RAJIV GANDHI,6E,381,2,1,GOI,MUMBAI,1600,IST,136,1070,5040,x,40033,MSB-TBM EMU,13,9:54:00,9:55:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,1234567,200,470,740,910
HYD,RAJIV GANDHI,9W,455,1234567,1,BOM,MUMBAI,2050,IST,137,1500,7780,x,40033,MSB-TBM EMU,14,9:56:00,9:57:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,1234567,220,540,790,1080
HYD,RAJIV GANDHI,6E,765,1234567,1,DEL,MUMBAI,710,IST,137,2760,7630,x,40033,MSB-TBM EMU,15,9:59:00,10:00:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,1234567,220,530,860,940
HYD,RAJIV GANDHI,UK,870,1234567,2,DEL,MUMBAI,2010,IST,137,2210,5150,x,40033,MSB-TBM EMU,16,10:02:00,10:03:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,1234567,140,650,740,1020
HYD,RAJIV GANDHI,9W,451,1234567,1,BOM,MUMBAI,1715,IST,138,1720,7350,x,40033,MSB-TBM EMU,17,10:05:00,10:06:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,1234567,210,380,810,960
HYD,RAJIV GANDHI,SG,472,1234567,1,DEL,MUMBAI,2325,IST,138,1790,6540,x,40033,MSB-TBM EMU,18,10:15:00,10:15:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,146,210,400,800,1080
HYD,RAJIV GANDHI,I5,1585,1234567,1,IXR,MUMBAI,2320,IST,138,2080,7450,x,40035,MSB-TBM EMU,2,9:29:00,9:30:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,5,270,580,760,1070
HYD,RAJIV GANDHI,2T,102,1234567,1,TIR,MUMBAI,1030,IST,138,2800,5190,x,40035,MSB-TBM EMU,3,9:32:00,9:33:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,5,170,620,790,970
HYD,RAJIV GANDHI,G8,551,123456,2,AMD,MUMBAI,810,IST,138,1590,5590,x,40035,MSB-TBM EMU,4,9:35:00,9:36:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,1234567,190,510,830,920
HYD,RAJIV GANDHI,I5,1523,2,1,BLR,MUMBAI,1915,IST,139,1390,7970,x,40035,MSB-TBM EMU,5,9:38:00,9:39:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,1234567,190,480,680,1080
HYD,RAJIV GANDHI,SG,892,123456,1,IXC,MUMBAI,1315,IST,139,2350,7850,x,40035,MSB-TBM EMU,6,9:41:00,9:42:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,135,100,380,770,1090
HYD,RAJIV GANDHI,SG,1072,1234567,1,IXE,MUMBAI,1620,IST,139,1560,6470,x,40035,MSB-TBM EMU,7,9:43:00,9:44:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,234,200,480,780,1060
HYD,RAJIV GANDHI,6E,7206,1234567,1,VGA,MUMBAI,2235,IST,139,2110,7360,x,40035,MSB-TBM EMU,8,9:45:00,9:46:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,135,180,540,790,920
HYD,RAJIV GANDHI,AI,516,1234567,1,BLR,MUMBAI,2010,IST,140,2490,7650,x,40035,MSB-TBM EMU,9,9:48:00,9:49:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,234,240,460,870,1050
HYD,RAJIV GANDHI,G8,422,1234567,1,DEL,MUMBAI,2300,IST,140,2500,6790,x,40035,MSB-TBM EMU,10,9:51:00,9:52:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,6,180,420,800,930
HYD,RAJIV GANDHI,6E,954,134567,1,MAA,MUMBAI,1145,IST,140,1610,5940,x,40035,MSB-TBM EMU,11,9:54:00,9:55:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,7,230,490,750,1060
HYD,RAJIV GANDHI,SG,3710,6,2,VGA,MUMBAI,1645,IST,140,1210,5390,x,40035,MSB-TBM EMU,12,9:57:00,9:58:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,6,230,460,850,950
HYD,RAJIV GANDHI,6E,269,1234567,1,MAA,MUMBAI,1035,IST,141,1960,6010,x,40035,MSB-TBM EMU,13,9:59:00,10:00:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,7,270,330,670,930
HYD,RAJIV GANDHI,6E,319,1234567,1,RPR,MUMBAI,1455,IST,141,2430,5020,x,40035,MSB-TBM EMU,14,10:02:00,10:03:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,146,170,320,740,930
HYD,RAJIV GANDHI,6E,602,1234567,1,BLR,MUMBAI,640,IST,142,1670,5880,x,40035,MSB-TBM EMU,15,10:05:00,10:06:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,146,190,380,780,910
HYD,RAJIV GANDHI,SG,1044,124567,1,VGA,NETAJI SUBHAS CHANDRA BOSE,1530,IST,142,1460,6770,x,40035,MSB-TBM EMU,16,10:08:00,10:09:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,6,180,410,860,910
HYD,RAJIV GANDHI,6E,7104,1234567,1,NAG,NETAJI SUBHAS CHANDRA BOSE,2025,IST,143,1360,6540,x,40035,MSB-TBM EMU,17,10:11:00,10:12:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,6,240,320,760,930
HYD,RAJIV GANDHI,6E,914,1234567,1,JAI,NETAJI SUBHAS CHANDRA BOSE,1935,IST,148,2020,6200,x,40035,MSB-TBM EMU,18,10:21:00,10:21:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,1234567,160,600,870,960
HYD,RAJIV GANDHI,6E,262,2,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1225,IST,150,1350,7360,x,40037,MSB-TBM EMU,2,9:35:00,9:36:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,1234567,120,390,800,940
HYD,RAJIV GANDHI,2T,428,2,1,MAA,NETAJI SUBHAS CHANDRA BOSE,2330,IST,151,2130,6660,x,40037,MSB-TBM EMU,3,9:38:00,9:39:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,1234567,140,510,840,1000
HYD,RAJIV GANDHI,6E,738,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,525,IST,153,1070,7190,x,40037,MSB-TBM EMU,4,9:41:00,9:42:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,1234567,210,320,710,1060
HYD,RAJIV GANDHI,G8,281,1234567,1,GOI,NETAJI SUBHAS CHANDRA BOSE,1505,IST,156,2140,6640,x,40037,MSB-TBM EMU,5,9:44:00,9:45:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,1234567,260,430,710,910
HYD,RAJIV GANDHI,AI,620,1234567,2,BOM,NETAJI SUBHAS CHANDRA BOSE,620,IST,157,1330,6190,x,40037,MSB-TBM EMU,6,9:47:00,9:48:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,1234567,150,480,680,1100
HYD,RAJIV GANDHI,6E,172,1234567,2,CCU,NETAJI SUBHAS CHANDRA BOSE,1245,IST,157,2220,5870,x,40037,MSB-TBM EMU,7,9:49:00,9:50:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,1234567,140,600,880,1010
HYD,RAJIV GANDHI,SG,471,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,550,IST,157,2440,6050,x,40037,MSB-TBM EMU,8,9:51:00,9:52:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,1234567,120,520,790,1070
HYD,RAJIV GANDHI,2T,318,1234567,1,TIR,NETAJI SUBHAS CHANDRA BOSE,1510,IST,159,1070,5840,x,40037,MSB-TBM EMU,9,9:54:00,9:55:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,1234567,260,620,870,1020
HYD,RAJIV GANDHI,6E,527,134567,2,BLR,NETAJI SUBHAS CHANDRA BOSE,1215,IST,159,1170,6470,x,40037,MSB-TBM EMU,10,9:57:00,9:58:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,1234567,120,530,700,920
HYD,RAJIV GANDHI,6E,739,123567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,1410,IST,160,2070,6000,x,40037,MSB-TBM EMU,11,10:00:00,10:01:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,1234567,180,490,820,1020
HYD,RAJIV GANDHI,6E,6361,1234567,1,TRV,NETAJI SUBHAS CHANDRA BOSE,1110,IST,160,2600,6820,x,40037,MSB-TBM EMU,12,10:03:00,10:04:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,2357,150,560,850,1090
HYD,RAJIV GANDHI,SG,841,1234567,2,JAI,NETAJI SUBHAS CHANDRA BOSE,540,IST,160,2460,6330,x,40037,MSB-TBM EMU,13,10:06:00,10:07:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,2357,150,440,860,1030
HYD,RAJIV GANDHI,UK,899,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,1520,IST,161,1860,7220,x,40037,MSB-TBM EMU,14,10:08:00,10:09:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,1234567,210,590,780,1000
HYD,RAJIV GANDHI,I5,1543,134567,1,JAI,NETAJI SUBHAS CHANDRA BOSE,1345,IST,161,1730,5480,x,40037,MSB-TBM EMU,15,10:11:00,10:12:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,1234567,230,410,740,1000
HYD,RAJIV GANDHI,6E,7112,1234567,2,TIR,NETAJI SUBHAS CHANDRA BOSE,1320,IST,161,2790,7640,x,40037,MSB-TBM EMU,16,10:14:00,10:15:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,1234567,160,340,770,910
HYD,RAJIV GANDHI,AI,776,1234567,1,BBI,NETAJI SUBHAS CHANDRA BOSE,1225,IST,162,1230,7420,x,40037,MSB-TBM EMU,17,10:17:00,10:18:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,1234567,150,540,760,1020
HYD,RAJIV GANDHI,I5,1516,2,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1620,IST,162,2140,7250,x,40037,MSB-TBM EMU,18,10:27:00,10:27:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,1234567,190,500,660,930
HYD,RAJIV GANDHI,9W,2803,1234567,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1700,IST,162,2160,7970,x,40039,MSB-TBM EMU,2,9:47:00,9:48:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,1234567,220,440,680,1040
HYD,RAJIV GANDHI,6E,836,1234567,1,CCU,NETAJI SUBHAS CHANDRA BOSE,2105,IST,162,1020,6440,x,40039,MSB-TBM EMU,3,9:50:00,9:51:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,1234567,240,510,900,920
HYD,RAJIV GANDHI,AI,542,1234567,1,DEL,CUDDAPAH,1155,IST,162,1180,7880,x,40039,MSB-TBM EMU,4,9:53:00,9:54:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,1234567,120,330,700,970
HYD,RAJIV GANDHI,SG,1216,123457,1,PNQ,COIMBATORE,1355,IST,162,2510,5960,x,40039,MSB-TBM EMU,5,9:56:00,9:57:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,146,280,440,890,900
HYD,RAJIV GANDHI,6E,428,1234567,2,BOM,COIMBATORE,420,IST,163,1320,6290,x,40039,MSB-TBM EMU,6,9:59:00,10:00:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,146,140,560,780,940
HYD,RAJIV GANDHI,I5,1524,134567,2,COK,COIMBATORE,1810,IST,163,1740,7430,x,40039,MSB-TBM EMU,7,10:01:00,10:02:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,1234567,210,410,800,1040
HYD,RAJIV GANDHI,I5,1517,2,2,GOI,COIMBATORE,1700,IST,166,2810,6740,x,40039,MSB-TBM EMU,8,10:03:00,10:04:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,1234567,200,570,740,970
HYD,RAJIV GANDHI,LB,667,1234567,2,JAI,COIMBATORE,1610,IST,166,2020,5580,x,40039,MSB-TBM EMU,9,10:06:00,10:07:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,1234567,190,600,680,1090
HYD,RAJIV GANDHI,SG,1061,1234567,2,RJA,COIMBATORE,1005,IST,166,1380,5100,x,40039,MSB-TBM EMU,10,10:09:00,10:10:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,1234567,160,620,830,1020
HYD,RAJIV GANDHI,9I,869,1234567,2,SAG,COIMBATORE,1405,IST,166,1130,7710,x,40039,MSB-TBM EMU,11,10:12:00,10:13:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,1234567,260,390,880,1040
HYD,RAJIV GANDHI,SG,421,1234567,2,VTZ,COCHIN,740,IST,166,2100,6000,x,40039,MSB-TBM EMU,12,10:15:00,10:16:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,123467,280,420,870,920
HYD,RAJIV GANDHI,SG,1216,123457,1,PNQ,COCHIN,1355,IST,167,1760,7010,x,40039,MSB-TBM EMU,13,10:18:00,10:19:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,1246,280,460,680,940
HYD,RAJIV GANDHI,AI,542,1234567,2,TIR,COCHIN,1235,IST,168,2670,5800,x,40039,MSB-TBM EMU,14,10:20:00,10:21:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,1234567,240,310,830,950
HYD,RAJIV GANDHI,SG,1043,124567,2,TIR,COCHIN,1305,IST,168,2270,6420,x,40039,MSB-TBM EMU,15,10:23:00,10:24:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,1234567,300,450,780,950
HYD,RAJIV GANDHI,6E,587,123457,1,PNQ,COCHIN,1730,IST,169,2550,5500,x,40039,MSB-TBM EMU,16,10:26:00,10:27:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,1234567,170,520,740,910
HYD,RAJIV GANDHI,6E,7211,1234567,2,VGA,COCHIN,1945,IST,169,2760,7860,x,40039,MSB-TBM EMU,17,10:29:00,10:30:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,1234567,180,410,890,1050
HYD,RAJIV GANDHI,6E,262,2,1,BLR,COCHIN,1320,IST,170,1060,7030,x,40039,MSB-TBM EMU,18,10:39:00,10:39:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,1234567,210,530,720,960
HYD,RAJIV GANDHI,G8,426,1234567,2,DEL,COCHIN,2350,IST,170,2660,7680,x,40041,MSB-TBM EMU,2,9:59:00,10:00:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,1234567,230,610,760,970
HYD,RAJIV GANDHI,6E,215,1234567,2,GAU,COCHIN,920,IST,170,1330,5590,x,40041,MSB-TBM EMU,3,10:02:00,10:03:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,1234567,130,600,880,900
HYD,RAJIV GANDHI,SG,2767,1234567,2,STV,COCHIN,1335,IST,171,2920,7740,x,40041,MSB-TBM EMU,4,10:05:00,10:06:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,1234567,290,460,690,1040
HYD,RAJIV GANDHI,SG,1059,123457,2,VTZ,COCHIN,1920,IST,171,1010,5340,x,40041,MSB-TBM EMU,5,10:08:00,10:09:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,1234567,170,550,670,900
HYD,RAJIV GANDHI,6E,384,1234567,1,MAA,COCHIN,710,IST,172,1800,7260,x,40041,MSB-TBM EMU,6,10:11:00,10:12:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,1234567,100,510,750,920
HYD,RAJIV GANDHI,6E,922,1234567,2,BBI,COCHIN,1425,IST,172,2760,5750,x,40041,MSB-TBM EMU,7,10:13:00,10:14:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,2357,170,580,800,910
HYD,RAJIV GANDHI,S2,4349,1234567,2,BOM,COCHIN,635,IST,172,2600,5440,x,40041,MSB-TBM EMU,8,10:15:00,10:16:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,2357,260,640,760,950
HYD,RAJIV GANDHI,6E,732,1234567,2,LKO,COCHIN,620,IST,172,1290,5890,x,40041,MSB-TBM EMU,9,10:18:00,10:19:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,1234567,150,500,810,940
HYD,RAJIV GANDHI,6E,381,2,2,MAA,COCHIN,1645,IST,172,1640,7040,x,40041,MSB-TBM EMU,10,10:21:00,10:22:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,1234567,190,400,840,1060
HYD,RAJIV GANDHI,2T,430,2,1,BLR,COCHIN,1425,IST,173,2140,7600,x,40041,MSB-TBM EMU,11,10:24:00,10:25:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,1234567,300,580,830,1090
HYD,RAJIV GANDHI,6E,886,1234567,1,CCU,COCHIN,1735,IST,173,2080,7690,x,40041,MSB-TBM EMU,12,10:27:00,10:28:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,1234567,140,580,810,1060
HYD,RAJIV GANDHI,6E,638,1234567,2,JAI,COCHIN,1930,IST,173,1390,6110,x,40041,MSB-TBM EMU,13,10:30:00,10:31:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,1234567,170,330,700,1060
HYD,RAJIV GANDHI,6E,819,1234567,1,BBI,COCHIN,1135,IST,174,2640,6360,x,40041,MSB-TBM EMU,14,10:32:00,10:33:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,1234567,290,420,780,940
HYD,RAJIV GANDHI,6E,791,1234567,2,MAA,COCHIN,825,IST,174,1540,5310,x,40041,MSB-TBM EMU,15,10:35:00,10:36:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,1234567,230,410,680,1020
HYD,RAJIV GANDHI,2T,108,2,1,TIR,COCHIN,2255,IST,175,2410,6860,x,40041,MSB-TBM EMU,16,10:38:00,10:39:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,1234567,210,380,710,1020
HYD,RAJIV GANDHI,6E,766,1234567,2,DEL,COCHIN,2330,IST,175,1910,6870,x,40041,MSB-TBM EMU,17,10:41:00,10:42:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,1234567,220,320,830,940
HYD,RAJIV GANDHI,6E,461,1234567,1,BOM,COCHIN,755,IST,176,1260,6910,x,40041,MSB-TBM EMU,18,10:51:00,10:51:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,1234567,130,320,810,970
HYD,RAJIV GANDHI,9W,451,1234567,1,BOM,COCHIN,1745,IST,176,1510,5160,x,40043,MSB-TBM EMU,2,10:05:00,10:06:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,1234567,100,420,820,1030
HYD,RAJIV GANDHI,SG,846,1234567,1,CCU,INDIRA GANDHI,2255,IST,176,2500,6240,x,40043,MSB-TBM EMU,3,10:08:00,10:09:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,1234567,180,420,720,900
HYD,RAJIV GANDHI,6E,274,7,1,JAI,INDIRA GANDHI,1605,IST,176,2440,5470,x,40043,MSB-TBM EMU,4,10:11:00,10:12:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,2357,120,340,730,900
HYD,RAJIV GANDHI,SG,1267,123457,2,COK,INDIRA GANDHI,1900,IST,176,2510,7780,x,40043,MSB-TBM EMU,5,10:14:00,10:15:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,2357,130,470,670,960
HYD,RAJIV GANDHI,6E,416,1234567,2,IDR,INDIRA GANDHI,455,IST,176,1840,5630,x,40043,MSB-TBM EMU,6,10:17:00,10:18:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,1234567,250,530,810,1010
HYD,RAJIV GANDHI,SG,1093,124567,2,VGA,INDIRA GANDHI,1305,IST,176,2720,7990,x,40043,MSB-TBM EMU,7,10:19:00,10:20:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,1234567,130,560,760,910
HYD,RAJIV GANDHI,6E,357,1234567,2,BLR,INDIRA GANDHI,1915,IST,177,1310,7260,x,40043,MSB-TBM EMU,8,10:21:00,10:22:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,1246,130,410,670,990
HYD,RAJIV GANDHI,AI,525,1234567,2,CCU,INDIRA GANDHI,600,IST,177,1350,7630,x,40043,MSB-TBM EMU,9,10:24:00,10:25:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,123467,190,370,750,1020
HYD,RAJIV GANDHI,AI,542,1234567,2,TIR,INDIRA GANDHI,1235,IST,177,2210,5760,x,40043,MSB-TBM EMU,10,10:27:00,10:28:00,15,MSB,CHENNAI BEACH,GDY,GUINDY,1234567,210,580,830,1030
HYD,RAJIV GANDHI,6E,371,1234567,1,AMD,INDIRA GANDHI,2125,IST,178,2920,5620,x,40043,MSB-TBM EMU,11,10:30:00,10:31:00,17,MSB,CHENNAI BEACH,STM,ST. THOMAS M,1234567,120,620,860,930
HYD,RAJIV GANDHI,6E,413,1234567,2,BLR,INDIRA GANDHI,715,IST,178,2500,7050,x,40043,MSB-TBM EMU,12,10:33:00,10:34:00,19,MSB,CHENNAI BEACH,PZA,PALAVANTHANG,1234567,160,530,670,1080
HYD,RAJIV GANDHI,SG,511,1234567,2,COK,INDIRA GANDHI,1045,IST,178,2680,7840,x,40043,MSB-TBM EMU,13,10:36:00,10:37:00,20,MSB,CHENNAI BEACH,MN,MINAMBAKKAM,1234567,240,480,820,1090
HYD,RAJIV GANDHI,2T,106,2,2,TIR,INDIRA GANDHI,1950,IST,178,2650,7690,x,40043,MSB-TBM EMU,14,10:38:00,10:39:00,21,MSB,CHENNAI BEACH,TLM,TIRUSULAM,1234567,220,360,790,1010
HYD,RAJIV GANDHI,SG,1233,1234567,2,BLR,INDIRA GANDHI,1620,IST,179,1620,5690,x,40043,MSB-TBM EMU,15,10:41:00,10:42:00,23,MSB,CHENNAI BEACH,PV,PALLAVARAM,1234567,220,500,700,1070
HYD,RAJIV GANDHI,6E,564,1234567,2,DEL,INDIRA GANDHI,2105,IST,179,2190,5790,x,40043,MSB-TBM EMU,16,10:44:00,10:45:00,25,MSB,CHENNAI BEACH,CMP,CHROMEPET,1234567,270,550,690,1000
HYD,RAJIV GANDHI,6E,342,1234567,1,BBI,INDIRA GANDHI,1140,IST,180,2600,7590,x,40043,MSB-TBM EMU,17,10:47:00,10:48:00,27,MSB,CHENNAI BEACH,TBMS,TAMBARAM SAN,1234567,180,310,740,1100
HYD,RAJIV GANDHI,6E,779,1234567,1,CJB,INDIRA GANDHI,5,IST,180,1340,7980,x,40043,MSB-TBM EMU,18,10:57:00,10:57:00,29,MSB,CHENNAI BEACH,TBM,TAMBARAM,1234567,240,510,690,950
HYD,RAJIV GANDHI,6E,752,1234567,1,CJB,INDIRA GANDHI,1240,IST,180,2100,6330,x,40045,MSB-TBM EMU,2,10:11:00,10:12:00,1,MSB,CHENNAI BEACH,MSF,CHENNAI FORT,1234567,150,650,710,1070
HYD,RAJIV GANDHI,I5,1526,134567,1,COK,INDIRA GANDHI,1130,IST,180,2300,5460,x,40045,MSB-TBM EMU,3,10:14:00,10:15:00,2,MSB,CHENNAI BEACH,MPK,CHENNAI PARK,146,270,320,870,1090
HYD,RAJIV GANDHI,9W,2760,1234567,1,RJA,INDIRA GANDHI,1640,IST,180,2850,7580,x,40045,MSB-TBM EMU,4,10:17:00,10:18:00,3,MSB,CHENNAI BEACH,MS,CHENNAI EGMO,146,180,340,700,900
HYD,RAJIV GANDHI,SG,1048,6,1,TIR,INDIRA GANDHI,2140,IST,180,2530,7800,x,40045,MSB-TBM EMU,5,10:20:00,10:21:00,5,MSB,CHENNAI BEACH,MSC,CHENNAI CHET,1234567,190,420,690,990
HYD,RAJIV GANDHI,I5,1527,134567,2,BLR,INDIRA GANDHI,1200,IST,180,1340,6290,x,40045,MSB-TBM EMU,6,10:23:00,10:24:00,7,MSB,CHENNAI BEACH,NBK,NUNGAMBAKKAM,134567,240,620,700,1080
HYD,RAJIV GANDHI,6E,562,1234567,1,CCU,INDIRA GANDHI,2110,IST,181,2300,7250,x,40045,MSB-TBM EMU,7,10:25:00,10:26:00,9,MSB,CHENNAI BEACH,MKK,KODAMBAKKAM,1234567,250,590,820,1100
HYD,RAJIV GANDHI,I5,1530,2,1,COK,INDIRA GANDHI,2315,IST,181,2280,5690,x,40045,MSB-TBM EMU,8,10:27:00,10:28:00,11,MSB,CHENNAI BEACH,MBM,MAMBALAM,1234567,270,420,850,1060
HYD,RAJIV GANDHI,2T,102,1234567,2,GOI,INDIRA GANDHI,1120,IST,181,2430,7150,x,40045,MSB-TBM EMU,9,10:30:00,10:31:00,13,MSB,CHENNAI BEACH,SP,SAIDAPET,1234567,180,540,760,980
